iter	Logloss
187	0.3158090149
188	0.3156160337
189	0.3151018545
190	0.3144535387
191	0.3141456405
192	0.3138103292
193	0.3133849141
194	0.313227861
195	0.313069085
196	0.3128967312
197	0.3126252517
198	0.3124846114
199	0.3119867507
200	0.3117583438
201	0.3114575728
202	0.3111935356
203	0.3109820646
204	0.3106405684
205	0.3103156178
206	0.309947122
207	0.3096442023
208	0.3091965978
209	0.3088198599
210	0.3085131237
211	0.3082500227
212	0.3078376458
213	0.3074746233
214	0.307295837
215	0.3070841396
216	0.3067864063
217	0.3065399078
218	0.3059947618
219	0.3058052297
220	0.3055852962
221	0.3051968373
222	0.3049875898
223	0.3047803816
224	0.3044937568
225	0.3042648036
226	0.3038698223
227	0.3035797027
228	0.3034236568
229	0.3032204564
230	0.302847285
231	0.3025883216
232	0.3021263275
233	0.3018387588
234	0.3015128267
235	0.3012131075
236	0.3009672195
237	0.300839792
238	0.300558301
239	0.3002780942
240	0.3000091919
241	0.2998382274
242	0.2996743406
243	0.2995374315
244	0.2993972269
245	0.2990626962
246	0.2987914854
247	0.2985059657
248	0.2982859497
249	0.2980876061
250	0.2978092602
251	0.2976536253
252	0.2974937668
253	0.297180371
254	0.296935157
255	0.2967535741
256	0.296606636
257	0.2965034676
258	0.2963483098
259	0.2961695727
260	0.2957831317
261	0.2955468264
262	0.2952583969
263	0.2949206874
264	0.2947034913
265	0.294536083
266	0.294217135
267	0.2940719642
268	0.2939233725
269	0.2937035067
270	0.2934866037
271	0.293342708
272	0.2931875934
273	0.2930027309
274	0.2929147857
275	0.292792218
276	0.2925751882
277	0.2924337588
278	0.2922948734
279	0.2919628722
280	0.2918888756
281	0.2916112559
282	0.2913122467
283	0.2910885297
284	0.2908069249
285	0.2906309874
286	0.2903941941
287	0.2902321245
288	0.2900246435
289	0.2897743497
290	0.2895883437
291	0.2895044851
292	0.2894273602
293	0.2892428022
294	0.2891083411
295	0.2887980158
296	0.2886658004
297	0.2885685713
298	0.2882137716
299	0.2881224418
300	0.2880482032
301	0.2879523782
302	0.2878281619
303	0.2875945144
304	0.2874161666
305	0.2872040588
306	0.2870506009
307	0.2869164769
308	0.2867308337
309	0.2865621906
310	0.28646972
311	0.2862896793
312	0.2861253857
313	0.2859242479
314	0.2858558405
315	0.2857461849
316	0.2856187784
317	0.2854585907
318	0.2852955715
319	0.2850817484
320	0.2848760139
321	0.2847830548
322	0.2846357213
323	0.2843877771
324	0.284198954
325	0.2841209863
326	0.2840093206
327	0.283828551
328	0.2836456797
329	0.2835057235
330	0.2833759419
331	0.2832136719
332	0.2830281104
333	0.2829122014
334	0.2827251495
335	0.2826196852
336	0.2823719976
337	0.2822256501
338	0.2820597342
339	0.2819476865
340	0.2816490106
341	0.2816211031
342	0.2814530989
343	0.2813688513
344	0.2811999315
345	0.2811403847
346	0.2811208854
347	0.2810629767
348	0.281008441
349	0.2808398039
350	0.2806745922
351	0.2805358337
352	0.2803301916
353	0.2802076238
354	0.2800254256
355	0.2798579926
356	0.2797039058
357	0.2795468253
358	0.279523718
359	0.2793901892
360	0.2792850102
361	0.2791292886
362	0.2789265306
363	0.2787248354
364	0.2786024131
365	0.2784199995
366	0.2782105358
367	0.2781200431
368	0.278030452
369	0.2779207528
370	0.2778270269
371	0.2777623848
372	0.2776801147
373	0.277511991
374	0.2774417176
375	0.2772494779
376	0.2771919356
377	0.27709051
378	0.2769841951
379	0.276819769
380	0.2766292602
381	0.2764843089
382	0.276350698
383	0.2762458257
384	0.2761655784
385	0.2760603838
386	0.2758254218
387	0.2756515498
388	0.275567174
389	0.2754599674
390	0.2753732487
391	0.2752771761
392	0.275148716
393	0.2749865165
394	0.2749222065
395	0.2747691733
396	0.2745687546
397	0.2744179984
398	0.2743044187
399	0.274184001
400	0.2741059264
401	0.2739083757
402	0.2737823061
403	0.2736906892
404	0.273541164
405	0.2734283798
406	0.2732835952
407	0.2731593948
408	0.2730662065
409	0.2730105028
410	0.2728778005
411	0.2727746928
412	0.2727119747
413	0.2726453305
414	0.2724616681
415	0.272345951
416	0.2722678236
417	0.2721070771
418	0.2720340755
419	0.2719380436
420	0.2718480892
421	0.2717116722
422	0.2715759352
423	0.2714650374
424	0.2713708891
425	0.2713035182
426	0.2711954837
427	0.2710648636
428	0.2710103342
429	0.2709402338
430	0.2708588171
431	0.2707815817
432	0.270590173
433	0.2704466996
434	0.2703810738
435	0.2702344198
436	0.2701742837
437	0.2700270834
438	0.2699314163
439	0.2698192511
440	0.2697142763
441	0.2695577034
442	0.2694572596
443	0.2693334962
444	0.2692398563
445	0.2690872234
446	0.2688758486
447	0.2687378044
448	0.268601436
449	0.2684682648
450	0.2683818934
451	0.2682135048
452	0.2680767453
453	0.2679835355
454	0.2678880298
455	0.2678013913
456	0.2677325833
457	0.2676469593
458	0.2675655643
459	0.2674887004
460	0.2674094281
461	0.2673331347
462	0.2672585839
463	0.2671924067
464	0.267085236
465	0.2669744783
466	0.2668154899
467	0.2667557384
468	0.2666655305
469	0.2664650077
470	0.2664014038
471	0.266325707
472	0.2662148587
473	0.2661526509
474	0.2660051141
475	0.2659613227
476	0.2658258447
477	0.2657124258
478	0.2656436053
479	0.2655140278
480	0.2654306462
481	0.2653779452
482	0.2651979423
483	0.2651302692
484	0.2650451348
485	0.2649890009
486	0.2649035988
487	0.264772305
488	0.2646953379
489	0.2646153128
490	0.2645786674
491	0.264442945
492	0.2643757109
493	0.2643125383
494	0.2642375889
495	0.2641529837
496	0.2640288771
497	0.2639524794
498	0.2639011164
499	0.263845803
500	0.2637907024
501	0.2636677036
502	0.2636060781
503	0.263455275
504	0.2633548938
505	0.2632393593
506	0.2631734485
507	0.2630513879
508	0.2629822079
509	0.2628378461
510	0.2627612838
511	0.2626633155
512	0.262599562
513	0.2624878491
514	0.262315762
515	0.2622154232
516	0.2621639721
517	0.2621052151
518	0.2620160262
519	0.2619695642
520	0.2619260369
521	0.2618645491
522	0.2617762936
523	0.2617352509
524	0.2616712423
525	0.261548418
526	0.261471834
527	0.2613938061
528	0.2612926469
529	0.2611713908
530	0.2610869506
531	0.2610506228
532	0.2609987753
533	0.2609661673
534	0.2608730736
535	0.2608244301
536	0.2607208772
537	0.2606499414
538	0.260535452
539	0.2603538086
540	0.2602746888
541	0.2601939671
542	0.2601581649
543	0.2600510068
544	0.2599273059
545	0.2598763406
546	0.2598173257
547	0.2596922017
548	0.2595779232
549	0.2595079427
550	0.2594585107
551	0.259409369
552	0.2593427572
553	0.2592796021
554	0.2592023378
555	0.2590877065
556	0.2589669508
557	0.2588704467
558	0.2588116384
559	0.2586959454
560	0.2586437511
561	0.2585302708
562	0.258435002
563	0.2583236886
564	0.2581997887
565	0.2581285312
566	0.258024062
567	0.2579805549
568	0.2578889732
569	0.2578102914
570	0.2577216828
571	0.2576641247
572	0.2575650111
573	0.25751778
574	0.2573545352
575	0.2573218447
576	0.257247377
577	0.2571445195
578	0.2570588703
579	0.2570027573
580	0.2568858481
581	0.2567350264
582	0.2566733869
583	0.2566278525
584	0.2565832089
585	0.2565059291
586	0.2564254078
587	0.256340288
588	0.2562690234
589	0.2561323043
590	0.256029022
591	0.2559523916
592	0.2558563617
593	0.2557354315
594	0.2556871108
595	0.2556289242
596	0.255523668
597	0.2554795731
598	0.2553827946
599	0.2553045949
600	0.255224773
601	0.255134727
602	0.2551052949
603	0.255061236
604	0.2549603075
605	0.2549018523
606	0.2548259234
607	0.2547215779
608	0.2546698398
609	0.2546466236
610	0.254570562
611	0.2545045916
612	0.2544205177
613	0.2543668384
614	0.2543238633
615	0.2542729687
616	0.2542045682
617	0.2541201707
618	0.2540725389
619	0.2540376157
620	0.2539661637
621	0.2539123675
622	0.2538217964
623	0.2537756816
624	0.2537012462
625	0.2536746905
626	0.2535562921
627	0.2534886301
628	0.2533986695
629	0.2533364721
630	0.2532671138
631	0.2531584146
632	0.2531019294
633	0.2530116081
634	0.2529817404
635	0.2528957406
636	0.252816408
637	0.2527512045
638	0.2527266976
639	0.2526567994
640	0.2525802682
641	0.2525216414
642	0.252479736
643	0.2524092931
644	0.2522590204
645	0.2521854256
646	0.2521040545
647	0.2520504192
648	0.2520154661
649	0.2519009223
650	0.2518641869
651	0.2517800888
652	0.2517230385
653	0.2516374021
654	0.251589728
655	0.2515467874
656	0.2514408008
657	0.2513864532
658	0.2513442999
659	0.2512925168
660	0.251245443
661	0.2511817834
662	0.2510888455
663	0.2510283786
664	0.250951963
665	0.2508905659
666	0.2508529325
667	0.2507395399
668	0.2506939981
669	0.2506523692
670	0.2505556824
671	0.2505187044
672	0.2504161696
673	0.2503564449
674	0.2502623532
675	0.250202885
676	0.2501401278
677	0.2500695491
678	0.2500006435
679	0.2499261453
680	0.2498620456
681	0.2497600688
682	0.2496243693
683	0.2495370439
684	0.2494771878
685	0.2494227878
686	0.2493658492
687	0.249315718
688	0.2492717752
689	0.2491999829
690	0.2491238536
691	0.2490383063
692	0.2489884867
693	0.2489559292
694	0.2488302808
695	0.248774721
696	0.2487033591
697	0.2486043759
698	0.2485371411
699	0.2484818319
700	0.2484283538
701	0.2483784868
702	0.2483010024
703	0.2482361628
704	0.2481828957
705	0.24811372
706	0.2480565356
707	0.2480363785
708	0.2479583802
709	0.2479286015
710	0.2478543629
711	0.2478171412
712	0.2477601086
713	0.2477186072
714	0.2476882283
715	0.2476252262
716	0.2475699133
717	0.2475019006
718	0.247446665
719	0.2474239879
720	0.2473930047
721	0.2473599486
722	0.2473084798
723	0.247277692
724	0.2472320018
725	0.2472078495
726	0.2471370972
727	0.24709074
728	0.2470638343
729	0.2470144412
730	0.2469834778
731	0.2469575223
732	0.2469145124
733	0.246871023
734	0.246811595
735	0.2467670585
736	0.2466961603
737	0.2465949778
738	0.2465109651
739	0.2464512578
740	0.2464054693
741	0.2463428864
742	0.246318059
743	0.2462698898
744	0.2462097579
745	0.2461861125
746	0.2461214308
747	0.246091032
748	0.2460412066
749	0.2460075481
750	0.2459750917
751	0.2459263303
752	0.2458813115
753	0.2458147178
754	0.2457765732
755	0.2457433865
756	0.2457191617
757	0.2456646739
758	0.2455876128
759	0.2455574247
760	0.2454967965
761	0.2454660772
762	0.2454093232
763	0.2453676919
764	0.245263202
765	0.2452209199
766	0.2451675475
767	0.2451405016
768	0.2450755819
769	0.2449816916
770	0.2449419299
771	0.2449028505
772	0.2448404321
773	0.2447959708
774	0.2447650894
775	0.2447269922
776	0.2446660692
777	0.2446370254
778	0.2446261458
779	0.2445972054
780	0.2445740629
781	0.2445356696
782	0.244495261
783	0.2444488834
784	0.2444054544
785	0.2443675608
786	0.244330522
787	0.2442750888
788	0.2442120213
789	0.2441405393
790	0.2441242102
791	0.2440995349
792	0.2440267361
793	0.2440027128
794	0.2439548136
795	0.2438865253
796	0.2438358842
797	0.2438025256
798	0.2437414533
799	0.2437200177
800	0.2436706148
801	0.2436263193
802	0.2435821715
803	0.2435250902
804	0.2434710757
805	0.2434428477
806	0.243422591
807	0.2434087562
808	0.2433717675
809	0.2433066902
810	0.2432612121
811	0.2432066201
812	0.2431602022
813	0.243113769
814	0.2430616803
815	0.2430144804
816	0.2429505742
817	0.2429156243
818	0.242887265
819	0.2428538065
820	0.2428157563
821	0.2427814405
822	0.2427352634
823	0.2426741806
824	0.2426341799
825	0.242570446
826	0.2425495057
827	0.2425175048
828	0.2424602387
829	0.2424419654
830	0.2424291264
831	0.2424016177
832	0.2423692823
833	0.2423328251
834	0.2422552065
835	0.2422343233
836	0.2422122926
837	0.2421501103
838	0.2421184149
839	0.242058468
840	0.2420234761
841	0.2420079383
842	0.2419370764
843	0.241906544
844	0.241881053
845	0.2418579773
846	0.2418323638
847	0.241774018
848	0.2417510748
849	0.2417342448
850	0.2416876223
851	0.241658273
852	0.2416343268
853	0.2415796254
854	0.2414985498
855	0.2414509766
856	0.2413695984
857	0.2413400506
858	0.2412887387
859	0.2412598105
860	0.2412351067
861	0.2411931467
862	0.2411798956
863	0.2411317246
864	0.2410722359
865	0.2410429826
866	0.2409885099
867	0.2409689833
868	0.2409326945
869	0.240910502
870	0.2408995527
871	0.2408692776
872	0.240818929
873	0.2407987074
874	0.2407715728
875	0.2407529439
876	0.2407100129
877	0.2406721924
878	0.2406231834
879	0.2405849262
880	0.2405353006
881	0.2405157595
882	0.2404609661
883	0.240382055
884	0.2403373948
885	0.2402904987
886	0.2402569319
887	0.2402100423
888	0.2401608416
889	0.2400950584
890	0.24006589
891	0.240018929
892	0.2399936605
893	0.2399483821
894	0.2399130637
895	0.2398884431
896	0.2398340974
897	0.2397666438
898	0.2397206177
899	0.2396604733
900	0.2396455856
901	0.2396008945
902	0.239559361
903	0.2395025047
904	0.2394727009
905	0.2394324033
906	0.2393926376
907	0.239356812
908	0.2393162083
909	0.2392856143
910	0.2392296512
911	0.2391929527
912	0.2391726842
913	0.2391275759
914	0.2390894932
915	0.2390588502
916	0.239042931
917	0.2390092676
918	0.2389929296
919	0.2389833043
920	0.2389407461
921	0.2388801734
922	0.2388479275
923	0.2388245444
924	0.2387821636
925	0.2387536314
926	0.2387361607
927	0.2387000847
928	0.2386605425
929	0.2386207391
930	0.2386068622
931	0.2385707746
932	0.2385290239
933	0.2384892121
934	0.2384670942
935	0.2384315357
936	0.238402031
937	0.2383878523
938	0.2383496076
939	0.2383108489
940	0.2382735052
941	0.2382355425
942	0.2382172701
943	0.2381893299
944	0.2381483888
945	0.2381333301
946	0.2380992791
947	0.238060148
948	0.2380183085
949	0.2379978691
950	0.2379620441
951	0.2379172477
952	0.2378466916
953	0.2378270847
954	0.2377959728
955	0.2377790383
956	0.2377726204
957	0.2377168634
958	0.237700391
959	0.2376782947
960	0.2376463932
961	0.237625374
962	0.2375915896
963	0.2375723134
964	0.2375409376
965	0.2374950503
966	0.2374512143
967	0.2374036372
968	0.2373665558
969	0.2373480457
970	0.2373014879
971	0.2372706315
972	0.2372442144
973	0.2371642562
974	0.2371295357
975	0.2370865679
976	0.2370511361
977	0.2370189694
978	0.2369917566
979	0.2369696406
980	0.2369408926
981	0.2368388697
982	0.2368242442
983	0.2368018581
984	0.2367748648
985	0.236737681
986	0.2367058612
987	0.2366593671
988	0.2366270722
989	0.2365885482
990	0.2365634351
991	0.2365305908
992	0.2364938184
993	0.2364677828
994	0.2364441697
995	0.2363832873
996	0.2363308403
997	0.2363012148
998	0.2362858416
999	0.2362562059
1000	0.2362124832
1001	0.2361645959
1002	0.2361419188
1003	0.2361118059
1004	0.2360831695
1005	0.2360756401
1006	0.2360410304
1007	0.2360204764
1008	0.2359547594
1009	0.2359071311
1010	0.2358595461
1011	0.2357980971
1012	0.2357811539
1013	0.2357450886
1014	0.2357196452
1015	0.2356942347
1016	0.2356736447
1017	0.2356417246
1018	0.2356251541
1019	0.2356148195
1020	0.235556313
1021	0.2355123263
1022	0.2354986068
1023	0.2354840517
1024	0.2354540056
1025	0.2354039668
1026	0.2353817703
1027	0.2353504603
1028	0.2353236784
1029	0.235309473
1030	0.2352763734
1031	0.2352628007
1032	0.235242971
1033	0.2352203337
1034	0.2351925558
1035	0.235151328
1036	0.2351406855
1037	0.2351142685
1038	0.2350904547
1039	0.235064625
1040	0.2350466741
1041	0.2350103896
1042	0.2349861121
1043	0.2349718322
1044	0.2349403562
1045	0.2348951627
1046	0.2348674507
1047	0.2348577153
1048	0.2348317311
1049	0.234787451
1050	0.2347607787
1051	0.2347271965
1052	0.2347030061
1053	0.234658435
1054	0.2346358479
1055	0.2346114162
1056	0.2345986758
1057	0.2345738268
1058	0.2345428825
1059	0.234521173
1060	0.2344975902
1061	0.2344405732
1062	0.2344182788
1063	0.2343883987
1064	0.2343536159
1065	0.2343388221
1066	0.2343244355
1067	0.234294727
1068	0.2342677868
1069	0.2342448925
1070	0.2342327003
1071	0.2342053455
1072	0.2341579288
1073	0.234136794
1074	0.2341114827
1075	0.2340705764
1076	0.2340357867
1077	0.2339887074
1078	0.2339509521
1079	0.2339330013
1080	0.2338962131
1081	0.2338769737
1082	0.23385557
1083	0.2338394415
1084	0.2338159464
1085	0.233773928
1086	0.2337311675
1087	0.2336979825
1088	0.2336748876
1089	0.2336526978
1090	0.2336133586
1091	0.2335793234
1092	0.233562187
1093	0.2335417682
1094	0.2335140617
1095	0.2335048908
1096	0.2334420241
1097	0.2334226274
1098	0.2333836474
1099	0.2333545541
1100	0.2333270584
1101	0.233303234
1102	0.2332851211
1103	0.2332653632
1104	0.2332524473
1105	0.233212671
1106	0.233195435
1107	0.2331735846
1108	0.2331426938
1109	0.2330995463
1110	0.23307338
1111	0.2330515233
1112	0.2330323237
1113	0.2329919346
1114	0.2329607283
1115	0.2329517041
1116	0.2329367642
1117	0.2329110645
1118	0.23287318
1119	0.2328599886
1120	0.2328394254
1121	0.2328005202
1122	0.2327557544
1123	0.2327286251
1124	0.2327017579
1125	0.2326762742
1126	0.2326596092
1127	0.2326058813
1128	0.2325703516
1129	0.2325542704
1130	0.2325094581
1131	0.2324723223
1132	0.2324441255
1133	0.2324193717
1134	0.2323789784
1135	0.2323627015
1136	0.2323447411
1137	0.2323263489
1138	0.2323026049
1139	0.2322475159
1140	0.2322102842
1141	0.2321876859
1142	0.2321581333
1143	0.2321365306
1144	0.2321027323
1145	0.2320915
1146	0.2320713878
1147	0.2320457033
1148	0.2320384569
1149	0.2320123566
1150	0.2319856039
1151	0.2319583948
1152	0.2319260383
1153	0.2318891848
1154	0.2318565947
1155	0.2318428167
1156	0.2318229511
1157	0.2318040301
1158	0.2317848152
1159	0.2317745347
1160	0.2317422072
1161	0.2317053953
1162	0.2316886612
1163	0.2316470326
1164	0.2316224006
1165	0.2315932159
1166	0.2315686444
1167	0.2315352848
1168	0.2315261345
1169	0.2315106266
1170	0.231476291
1171	0.2314528675
1172	0.2314342613
1173	0.2314063856
1174	0.2313407275
1175	0.2313155278
1176	0.231298018
1177	0.2312695923
1178	0.2312444609
1179	0.2312255922
1180	0.2311935615
1181	0.2311671762
1182	0.2311443857
1183	0.2311172557
1184	0.231098094
1185	0.2310689748
1186	0.2310557645
1187	0.2310094813
1188	0.2309803557
1189	0.2309604162
1190	0.2309325734
1191	0.2308804965
1192	0.2308620311
1193	0.2308311826
1194	0.2307964137
1195	0.230772683
1196	0.2307482765
1197	0.2307220431
1198	0.2306988027
1199	0.2306758743
1200	0.2306446904
1201	0.2306305158
1202	0.2306098297
1203	0.2305807299
1204	0.2305654974
1205	0.2305412918
1206	0.2305272703
1207	0.23049977
1208	0.2304857136
1209	0.2304582993
1210	0.230442698
1211	0.230413455
1212	0.2303940082
1213	0.2303835561
1214	0.2303630559
1215	0.2303359058
1216	0.2303072975
1217	0.2302945679
1218	0.2302718699
1219	0.2302142638
1220	0.2301835451
1221	0.2301729121
1222	0.2301504328
1223	0.2301230502
1224	0.230104546
1225	0.2300580144
1226	0.2300401025
1227	0.2300119932
1228	0.2299970244
1229	0.2299716648
1230	0.2299192939
1231	0.2298850008
1232	0.2298636723
1233	0.2298397838
1234	0.2297890679
1235	0.2297629433
1236	0.2297471494
1237	0.2297135249
1238	0.2296897764
1239	0.2296720663
1240	0.2296416656
1241	0.2296165494
1242	0.2295908871
1243	0.2295719549
1244	0.2295496295
1245	0.2295411091
1246	0.2294858797
1247	0.229465811
1248	0.2294447585
1249	0.2294145256
1250	0.229401675
1251	0.2293949431
1252	0.2293704447
1253	0.2293397569
1254	0.2293214171
1255	0.2293068779
1256	0.2292720283
1257	0.229248722
1258	0.2292408671
1259	0.2292243492
1260	0.2291997757
1261	0.22918243
1262	0.2291680478
1263	0.2291389365
1264	0.2291117123
1265	0.2290917652
1266	0.2290335745
1267	0.229011329
1268	0.2290013666
1269	0.2289856915
1270	0.2289556832
1271	0.2289333756
1272	0.2289081259
1273	0.2288905084
1274	0.2288656098
1275	0.2288479134
1276	0.2288017684
1277	0.2287446808
1278	0.2287279024
1279	0.2287183643
1280	0.2286508665
1281	0.2286454486
1282	0.228602634
1283	0.2285890466
1284	0.2285741406
1285	0.2285535456
1286	0.2285313401
1287	0.2285152437
1288	0.2284953406
1289	0.2284812612
1290	0.2284688019
1291	0.2284555808
1292	0.228434365
1293	0.2284168885
1294	0.2283702304
1295	0.2283460893
1296	0.2283202883
1297	0.2282981993
1298	0.2282666343
1299	0.2282587819
1300	0.2282455098
1301	0.2282278057
1302	0.228206174
1303	0.2281643645
1304	0.2281537507
1305	0.2281385609
1306	0.228108848
1307	0.2280941821
1308	0.2280623083
1309	0.2280348626
1310	0.2279812023
1311	0.2279586411
1312	0.2279331618
1313	0.227915129
1314	0.227884729
1315	0.2278496475
1316	0.2278350241
1317	0.2278113187
1318	0.2278058602
1319	0.2277807953
1320	0.2277723815
1321	0.2277506793
1322	0.2277291388
1323	0.2277230621
1324	0.227704295
1325	0.2276829357
1326	0.2276552495
1327	0.2276349201
1328	0.2276210567
1329	0.2276033949
1330	0.2275833669
1331	0.2275692903
1332	0.2275230119
1333	0.2275087312
1334	0.2274970089
1335	0.2274770734
1336	0.2274448571
1337	0.2274224897
1338	0.2273810125
1339	0.2273722304
1340	0.227351518
1341	0.227315607
1342	0.2272924243
1343	0.2272761838
1344	0.2272568358
1345	0.2272409486
1346	0.227229226
1347	0.2271814278
1348	0.2271568004
1349	0.2271455772
1350	0.2271298381
1351	0.2271141068
1352	0.2270800381
1353	0.2270749353
1354	0.2270529817
1355	0.2270411968
1356	0.2270344065
1357	0.2270106071
1358	0.2269778248
1359	0.2269653689
1360	0.2269465589
1361	0.2269343319
1362	0.2269124737
1363	0.2268900978
1364	0.2268648653
1365	0.226847322
1366	0.2268309454
1367	0.2268136357
1368	0.2267946672
1369	0.2267795796
1370	0.2267591503
1371	0.2267370651
1372	0.226726508
1373	0.2267163411
1374	0.2266986236
1375	0.2266766465
1376	0.2266482333
1377	0.2266204762
1378	0.2265717734
1379	0.2265565587
1380	0.2265213706
1381	0.2265116362
1382	0.2265009785
1383	0.2264765104
1384	0.2264574645
1385	0.2264439529
1386	0.2264157569
1387	0.2263912545
1388	0.2263780804
1389	0.2263644311
1390	0.2263596607
1391	0.2263435301
1392	0.2263255876
1393	0.2263140082
1394	0.2263055978
1395	0.2262847673
1396	0.22627414
1397	0.2262559922
1398	0.2262467922
1399	0.2262282124
1400	0.2262052508
1401	0.2261941598
1402	0.2261790396
1403	0.2261690573
1404	0.2261600228
1405	0.2261438182
1406	0.2261271651
1407	0.2261163174
1408	0.2260787706
1409	0.2260564558
1410	0.2260423267
1411	0.2260310982
1412	0.2260196958
1413	0.226003045
1414	0.2259737628
1415	0.2259635235
1416	0.2259376716
1417	0.2259235547
1418	0.2259098076
1419	0.2258849371
1420	0.2258763976
1421	0.2258614708
1422	0.2258417907
1423	0.2258171289
1424	0.2257778321
1425	0.2257526355
1426	0.2257440359
1427	0.2257333763
1428	0.2256947896
1429	0.2256790806
1430	0.2256675524
1431	0.2256451369
1432	0.2256282781
1433	0.225610355
1434	0.2255777961
1435	0.2255610801
1436	0.2255321375
1437	0.225527225
1438	0.2255124836
1439	0.2254940467
1440	0.2254862468
1441	0.2254766258
1442	0.2254705865
1443	0.2254587365
1444	0.2254280458
1445	0.2254085204
1446	0.2253708261
1447	0.2253636035
1448	0.2253436052
1449	0.225337796
1450	0.2253263486
1451	0.2253094075
1452	0.2252947673
1453	0.2252759736
1454	0.225262086
1455	0.2252519452
1456	0.2252325362
1457	0.2252224554
1458	0.2252012974
1459	0.225185838
1460	0.2251777799
1461	0.2251672
1462	0.225144512
1463	0.2251141858
1464	0.2250975966
1465	0.2250729204
1466	0.2250540214
1467	0.2250431989
1468	0.2250252045
1469	0.2250076063
1470	0.2249866098
1471	0.2249800545
1472	0.2249702303
1473	0.2249524887
1474	0.2249446074
1475	0.224927364
1476	0.2249140322
1477	0.2248945008
1478	0.2248779552
1479	0.2248655516
1480	0.2248464831
1481	0.2248373073
1482	0.2248192648
1483	0.2248062633
1484	0.2247908343
1485	0.2247582889
1486	0.2247376048
1487	0.2247264376
1488	0.2247036826
1489	0.2246814727
1490	0.2246548716
1491	0.2246389272
1492	0.2246097041
1493	0.2246039231
1494	0.2245961378
1495	0.2245828036
1496	0.2245641654
1497	0.2245518229
1498	0.2245382557
1499	0.224526399
1500	0.2245045272
1501	0.2244778452
1502	0.2244597108
1503	0.2244426619
1504	0.2244400523
1505	0.2244268758
1506	0.2244124007
1507	0.224408035
1508	0.2243994774
1509	0.224382679
1510	0.2243659488
1511	0.2243419272
1512	0.224327941
1513	0.2243000257
1514	0.2242783905
